"EC reference","Entity name","Entity type","Regulated donee type","Rec'd by (AU)","Reported under 62:12","Is sponsorship","Donor name","Donor type","Company reg. no.","Postcode","Type of donation","Nature / Provision","Purpose","How dealt with","Value","Received date","Accepted date","Reported date","Reported pre or post poll","Entity ID","Accounting unit ID",
"C0107947","Labour Party","Political Party","","Vale of Glamorgan CLP",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Cash","","","","£8,000.00","12/08/2014","12/08/2014","30/10/2014",,"53","757",
"C0107948","Labour Party","Political Party","","Welwyn Hatfield CLP",,,"Welwyn Hatfield Labour Group, The Campus","Unincorporated Association","","AL8 6AE","Cash","","","","£1,000.00","30/09/2014","30/09/2014","30/10/2014",,"53","781",
"C0107949","Labour Party","Political Party","","West Bromwich East CLP",,,"Bond Wolfe Assets Limited, 2 Water Court, Water Street","Company",":3977398","B3 1HP","Cash","","","","£2,500.00","29/09/2014","29/09/2014","30/10/2014",,"53","784",
"C0107950","Labour Party","Political Party","","West Bromwich East CLP",,," Derek Webb","Individual","","","Cash","","","","£2,500.00","25/09/2014","25/09/2014","30/10/2014",,"53","784",
"C0107951","Labour Party","Political Party","","Westminster North CLP",,,"Westminster Labour Group, City Hall","Unincorporated Association","","SW1E 6QP","Cash","","","","£750.00","20/09/2014","20/09/2014","30/10/2014",,"53","796",
"C0107952","Labour Party","Political Party","","Wigan CLP",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£500.01","01/09/2014","01/09/2014","30/10/2014",,"53","799",
"C0107953","Labour Party","Political Party","","Wirral South CLP",,,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£1,500.00","18/07/2014","18/07/2014","30/10/2014",,"53","806",
"C0107954","Labour Party","Political Party","","","62:12",,"Associated Society of Locomotive Engineers and Firemen 
, 75-77 St John Street


","Trade Union","","EC1M 4NN","Cash","","","","£11,362.50","06/08/2014","06/08/2014","30/10/2014",,"53","",
"C0107955","Labour Party","Political Party","","","62:12",,"Betterworld Ltd, 14 St Mary's Street","Company",":3408967","PE9 2DF","Cash","","","","£12,500.00","04/07/2014","04/07/2014","30/10/2014",,"53","",
"C0107956","Labour Party","Political Party","","","62:12",,"Communication Workers Union CWU, 150 The Broadway, Wimbledon","Trade Union","","SW19 1RX","Cash","","","","£132,133.34","30/09/2014","30/09/2014","30/10/2014",,"53","",
"C0107957","Labour Party","Political Party","","","62:12",,"COMMUNITY, 67-68 LONG ACRE, COVENT GARDEN","Trade Union","","WC2E 9FA","Cash","","","","£35,698.38","19/08/2014","19/08/2014","30/10/2014",,"53","",
"C0107959","Labour Party","Political Party","","","62:12",,"Musicians Union, 60/62 Clapham Road, London","Trade Union","","SW9 0JJ","Cash","","","","£7,737.50","17/09/2014","17/09/2014","30/10/2014",,"53","",
"C0107961","Labour Party","Political Party","","","62:12",,"Union of Construction, Allied Trades and Technicians , 177 Abbeville Road","Trade Union","","SW4 9RL","Cash","","","","£37,100.00","10/09/2014","10/09/2014","30/10/2014",,"53","",
"C0107962","Labour Party","Political Party","","","62:12",,"Union of Shop, Distributive and Allied Workers, 188 Wilmslow Road","Trade Union","","M14 6LJ","Cash","","","","£455,923.40","11/08/2014","11/08/2014","30/10/2014",,"53","",
"C0107963","Labour Party","Political Party","","","62:12",,"UNISON, UNISON Centre, 130 Euston Road","Trade Union","","NW1 2AY","Cash","","","","£207,320.00","08/08/2014","08/08/2014","30/10/2014",,"53","",
"C0107964","Labour Party","Political Party","","","62:12",,"Unite the Union, Unite House, 128 Theobald's Road, Holborn","Trade Union","","WC1X 8TN","Cash","","","","£5,985.00","30/09/2014","30/09/2014","30/10/2014",,"53","",
"C0107965","Labour Party","Political Party","","","62:12",,"Bakers, Food and Allied Workers Union, STANBOROUGH HOUSE, GREAT NORTH ROAD, STANBOROUGH","Trade Union","","AL8 7TA","Cash","","","","£3,822.50","16/09/2014","16/09/2014","30/10/2014",,"53","",
"C0107966","Labour Party","Political Party","","","62:12","Sponsorship","BLOOMBERG TRADEBOOK EUROPE LIMITED, CITY GATE HOUSE","Company",":3556095","EC2A 1PQ","Cash","","","","£60,000.00","29/07/2014","29/07/2014","30/10/2014",,"53","",
"C0107967","Labour Party","Political Party","","","62:12",,"Broadcasting Entertainment Cinematograph and Theatre Union 
, 373/377 CLAPHAM ROAD","Trade Union","","SW9 9BT","Cash","","","","£5,424.75","24/07/2014","24/07/2014","30/10/2014",,"53","",
"C0107968","Labour Party","Political Party","","","62:12",,"Lord Alan Sugar","Individual","","","Cash","","","","£8,699.26","30/09/2014","30/09/2014","30/10/2014",,"53","",
"C0107969","Labour Party","Political Party","","","62:12",,"Mr Neil Goulden","Individual","","","Cash","","","","£7,000.00","11/03/2014","11/03/2014","30/10/2014",,"53","",
"C0107970","Labour Party","Political Party","","","62:12",,"Mr Eddie Izzard","Individual","","","Cash","","","","£10,000.00","15/07/2014","15/07/2014","30/10/2014",,"53","",
"C0107971","Labour Party","Political Party","","","62:12",,"Mr Giles Wright","Individual","","","Cash","","","","£10,000.00","24/07/2014","24/07/2014","30/10/2014",,"53","",
"C0107972","Labour Party","Political Party","","","62:12",,"Mr Martin Taylor","Individual","","","Cash","","","","£81,000.00","22/07/2014","22/07/2014","30/10/2014",,"53","",
"C0107973","Labour Party","Political Party","","","62:12",,"Mr Richard Greer","Individual","","","Cash","","","","£5,000.00","15/07/2014","15/07/2014","30/10/2014",,"53","",
"C0107974","Labour Party","Political Party","","","62:12",,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Cash","","","","£151,165.00","17/09/2014","17/09/2014","30/10/2014",,"53","",
"C0107975","Labour Party","Political Party","","","62:12",,"Mr Grayson Perry","Individual","","","Cash","","","","£1,850.00","30/04/2014","30/04/2014","30/10/2014",,"53","",
"C0107976","Labour Party","Political Party","","","62:12",,"Mr William Thomas","Individual","","","Cash","","","","£30,000.00","30/07/2014","30/07/2014","30/10/2014",,"53","",
"C0107977","Labour Party","Political Party","","","62:12",,"Toni & Guy Holdings, 58-60 Stamford Street","Company",":4572849","SE1 9LX","Cash","","","","£30,000.00","01/09/2014","01/09/2014","30/10/2014",,"53","",
"C0107978","Labour Party","Political Party","","","62:12",,"Lord Charles Falconer","Individual","","","Cash","","","","£15,701.00","21/09/2014","21/09/2014","30/10/2014",,"53","",
"C0107979","Labour Party","Political Party","","","62:12",,"Lord Simon Haskel","Individual","","","Cash","","","","£7,500.00","01/08/2014","01/08/2014","30/10/2014",,"53","",
"C0107980","Labour Party","Political Party","","","62:12",,"Mr Ian Rosenblatt","Individual","","","Cash","","","","£7,500.00","21/09/2014","21/09/2014","30/10/2014",,"53","",
"C0107981","Labour Party","Political Party","","","62:12",,"Fostermco Limited, Regina House","Company",":8572386","NW3 5JS","Cash","","","","£71,402.95","30/09/2014","30/09/2014","30/10/2014",,"53","",
"C0107982","Labour Party","Political Party","","","62:12",,"Lord Parry Mitchell","Individual","","","Cash","","","","£6,800.00","29/09/2014","29/09/2014","30/10/2014",,"53","",
"C0107983","Labour Party","Political Party","","","62:12",,"Mr Kenneth Follett","Individual","","","Cash","","","","£25,000.00","30/09/2014","30/09/2014","30/10/2014",,"53","",
"C0107984","Labour Party","Political Party","","","62:12",,"North East Lincolnshire Labour Group, Town Hall","Unincorporated Association","","DN31 1HU","Cash","","","","£100,000.00","15/08/2014","15/08/2014","30/10/2014",,"53","",
"C0107985","Labour Party","Political Party","","","62:12",,"Political Animal Lobby Linited, 57 Queen Anne Street","Company",":2565899","W1G 8JR","Cash","","","","£50,000.00","08/09/2014","08/09/2014","30/10/2014",,"53","",
"C0107986","Labour Party","Political Party","","","62:12",,"Dr Reza Tabrizi","Individual","","","Cash","","","","£25,000.00","07/07/2014","07/07/2014","30/10/2014",,"53","",
"C0107987","Labour Party","Political Party","","","62:12",,"RLM Finsbury Ltd, Tenter House","Company",":02956243","EC2Y 9AE","Cash","","","","£4,400.00","27/08/2014","27/08/2014","30/10/2014",,"53","",
"C0107988","Labour Party","Political Party","","","62:12",," Niall Carroll","Individual","","","Cash","","","","£10,200.00","21/07/2014","21/07/2014","30/10/2014",,"53","",
"C0107989","Labour Party","Political Party","","","62:12","Sponsorship"," Graham Cole","Individual","","","Cash","","","","£10,750.50","29/09/2014","29/09/2014","30/10/2014",,"53","",
"C0107990","Labour Party","Political Party","","","62:12",," Nicky Gavron","Individual","","","Cash","","","","£3,550.00","01/09/2014","01/09/2014","30/10/2014",,"53","",
"C0107991","Labour Party","Political Party","","","62:12",," Denise Patricia Gleeson","Individual","","","Cash","","","","£10,083.90","19/08/2014","19/08/2014","30/10/2014",,"53","",
"C0107992","Labour Party","Political Party","","","62:12",," Karen Landles","Individual","","","Cash","","","","£7,625.00","05/08/2014","05/08/2014","30/10/2014",,"53","",
"C0107993","Labour Party","Political Party","","","62:12",," Ann Limb","Individual","","","Cash","","","","£11,900.00","07/08/2014","07/08/2014","30/10/2014",,"53","",
"C0107994","Labour Party","Political Party","","","62:12",," Deirdra Moynihan","Individual","","","Cash","","","","£22,000.00","14/07/2014","14/07/2014","30/10/2014",,"53","",
"C0107995","Labour Party","Political Party","","","62:12",," David Newens","Individual","","","Cash","","","","£7,000.00","11/03/2014","11/03/2014","30/10/2014",,"53","",
"C0107996","Labour Party","Political Party","","","62:12",," John Reid","Individual","","","Cash","","","","£88,500.00","08/08/2014","08/08/2014","30/10/2014",,"53","",
"C0107997","Labour Party","Political Party","","","62:12",," Sigmund Sternberg","Individual","","","Cash","","","","£107,000.00","05/08/2014","05/08/2014","30/10/2014",,"53","",
"C0107998","Labour Party","Political Party","","","62:12",,"Vitabiotics Limited, 1 Apsley Way","Company",":01012146","NW2 7HF","Cash","","","","£20,000.00","12/08/2014","12/08/2014","30/10/2014",,"53","",
"C0107999","Labour Party","Political Party","","","62:12",," Michael Whitehill","Individual","","","Cash","","","","£20,000.00","29/09/2014","29/09/2014","30/10/2014",,"53","",
"NC0108000","Labour Party","Political Party","","Barnet Local Campaign Forum",,,"Barnet Labour Group, The Burroughs","Unincorporated Association","","NW4 4AX","Non Cash","Administration services","","","£8,250.83","30/09/2014","30/09/2014","30/10/2014",,"53","26",
"NC0108001","Labour Party","Political Party","","Bedford CLP",,," Susan Wilson","Individual","","","Non Cash","Premises","","","£2,400.00","30/09/2014","30/09/2014","30/10/2014",,"53","42",
"NC0108002","Labour Party","Political Party","","Birmingham Edgbaston CLP",,,"Ms Gisela Stuart","Individual","","","Non Cash","Staff costs","","","£3,809.50","19/09/2014","19/09/2014","30/10/2014",,"53","54",
"NC0108003","Labour Party","Political Party","","Camborne and Redruth CLP",,,"Fostermco Limited, Regina House","Company",":8572386","NW3 5JS","Non Cash","Administration services","","","£42,727.72","30/09/2014","30/09/2014","30/10/2014",,"53","132",
"NC0108004","Labour Party","Political Party","","Cities of Brighton and Hove Labour Party",,,"Transport Salaried Staff Association, Walkden House, 10 Melton Street","Trade Union","","NW1 2EJ","Non Cash","Administration services","","","£4,565.00","30/09/2014","30/09/2014","30/10/2014",,"53","4645",
"NC0108005","Labour Party","Political Party","","Cities of Brighton and Hove Labour Party",,,"Unite the Union, Unite House, 128 Theobald's Road, Holborn","Trade Union","","WC1X 8TN","Non Cash","Administration services","","","£1,662.80","16/08/2014","16/08/2014","30/10/2014",,"53","4645",
"NC0108006","Labour Party","Political Party","","Cities of Brighton and Hove Labour Party",,,"Movement For Change, Eurolink Centre, Unit 62, 49 Effra Road","Company",":7475795","SW2 1BZ","Non Cash","Staff costs","","","£2,160.00","01/07/2014","01/07/2014","30/10/2014",,"53","4645",
"NC0108007","Labour Party","Political Party","","Cities of Brighton and Hove Labour Party",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Non Cash","Other","","","£1,980.00","30/09/2014","30/09/2014","30/10/2014",,"53","4645",
"NC0108008","Labour Party","Political Party","","Derby North and Derby South CLP",,,"Unite the Union, Unite House, 128 Theobald's Road, Holborn","Trade Union","","WC1X 8TN","Non Cash","Premises","","","£1,500.00","01/07/2014","01/07/2014","30/10/2014",,"53","210",
"NC0108009","Labour Party","Political Party","","Dewsbury CLP",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Non Cash","Other","","","£990.00","30/09/2014","30/09/2014","30/10/2014",,"53","220",
"NC0108010","Labour Party","Political Party","","Ealing Central and Acton CLP",,,"Ealing Labour Group, Ealing Town Hall, ","Unincorporated Association","","W5 2BY","Non Cash","Other","","","£3,026.40","02/08/2014","02/08/2014","30/10/2014",,"53","240",
"NC0108011","Labour Party","Political Party","","Elmet and Rothwell CLP",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Non Cash","Administration services","","","£5,601.93","29/09/2014","29/09/2014","30/10/2014",,"53","275",
"NC0108012","Labour Party","Political Party","","Erewash CLP",,,"UNISON, UNISON Centre, 130 Euston Road","Trade Union","","NW1 2AY","Non Cash","Other","","","£884.99","13/05/2014","13/05/2014","30/10/2014",,"53","282",
"NC0108013","Labour Party","Political Party","","Gillingham and Rainham CLP",,,"Gillingham labour Club, 122 Twydall Lane","Unincorporated Association","","ME8 6JU","Non Cash","Premises","","","£1,500.00","30/09/2014","30/09/2014","30/10/2014",,"53","304",
"NC0108014","Labour Party","Political Party","","Hackney Local Campaign Forum",,,"Hackney Labour Group, Hackney Town Hall, Mare Street","Unincorporated Association","","E8 1EA","Non Cash","Premises","","","£2,980.00","30/09/2014","30/09/2014","30/10/2014",,"53","4586",
"NC0108015","Labour Party","Political Party","","Halesowen and Rowley Regis CLP",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Non Cash","Other","","","£990.00","30/09/2014","30/09/2014","30/10/2014",,"53","338",
"NC0108016","Labour Party","Political Party","","Hendon CLP",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Non Cash","Premises","","","£950.00","01/07/2014","01/07/2014","30/10/2014",,"53","363",
"NC0108018","Labour Party","Political Party","","Milton Keynes North and South CLP",,,"UNISON, UNISON Centre, 130 Euston Road","Trade Union","","NW1 2AY","Non Cash","Administration services","","","£2,000.00","14/08/2014","14/08/2014","30/10/2014",,"53","485",
"NC0108019","Labour Party","Political Party","","Mole Valley CLP",,,"Dorking and District Labour Halls, 85 South Street","Friendly Society",":IP14343R","RH4 2JU","Non Cash","Premises","","","£1,155.00","01/07/2014","01/07/2014","30/10/2014",,"53","487",
"NC0108020","Labour Party","Political Party","","North Somerset CLP",,," Todd Foreman","Individual","","","Non Cash","Premises","","","£6,328.57","10/09/2014","10/09/2014","30/10/2014",,"53","533",
"NC0108021","Labour Party","Political Party","","North Somerset CLP",,," Todd Foreman","Individual","","","Non Cash","Staff costs","","","£8,048.70","30/09/2014","30/09/2014","30/10/2014",,"53","533",
"NC0108022","Labour Party","Political Party","","Norwich North and South CLP",,,"GMB, 22 Stephenson Way","Trade Union","","NW1 2HD","Non Cash","Other","","","£990.00","01/07/2014","01/07/2014","30/10/2014",,"53","552",
"NC0108023","Labour Party","Political Party","","Oxford and District Labour Party",,,"Oxford City Council Labour Group, St Aldates Chambers","Unincorporated Association","","OX1 1BX","Non Cash","Other","","","£2,209.67","01/07/2014","01/07/2014","30/10/2014",,"53","4781",
"NC0108024","Labour Party","Political Party","","Peterborough CLP",,,"Unite the Union, Unite House, 128 Theobald's Road, Holborn","Trade Union","","WC1X 8TN","Non Cash","Other","","","£5,231.64","23/09/2014","23/09/2014","30/10/2014",,"53","579",
